condition_concept_id,concept_name,occurrences,frequency
4170145,Absence of lung,17,0.009229098805646038
201891,Disorder of stomach,19,0.01031487513572204
4092879,Absent kidney,22,0.011943539630836048
42537730,Coronary artery graft present,73,0.039630836047774155
437758,Dependence on enabling machine or device,39,0.021172638436482084
373449,Drug-induced delirium,14,0.00760043431053203
4122339,Drug-induced immunodeficiency,24,0.013029315960912053
379031,Pain in eye,19,0.01031487513572204
378161,Disorder of ear,24,0.013029315960912053
44782741,Chronic deep venous thrombosis of upper extremity,10,0.0054288816503800215
28060,Streptococcal sore throat,11,0.005971769815418024
199860,Hernia of abdominal cavity,18,0.009771986970684038
137945,Pressure ulcer stage 2,20,0.010857763300760043
74635,Lumbosacral radiculopathy,21,0.011400651465798045
40481632,Ganglion cyst,11,0.005971769815418024
4000968,Biceps tendinitis,11,0.005971769815418024
762212,Bursitis of right shoulder,10,0.0054288816503800215
4191650,Acute respiratory distress,13,0.007057546145494028
436231,Abnormal findings diagnostic imaging of liver+biliary tract,20,0.010857763300760043
4056006,Contusion of anterior abdominal wall,18,0.009771986970684038
198678,Intestinal infectious disease,10,0.0054288816503800215
253954,Pulmonary tuberculosis,14,0.00760043431053203
40493038,Sepsis due to Gram negative bacteria,19,0.01031487513572204
80951,Candidiasis of urogenital site,13,0.007057546145494028
4312023,Secondary malignant neoplasm of intra-abdominal organs,11,0.005971769815418024
432863,Acquired coagulation factor deficiency,32,0.01737242128121607
444243,Neurosis,10,0.0054288816503800215
43530681,Drug abuse in remission,16,0.008686210640608035
381859,Infective otitis externa,10,0.0054288816503800215
4108659,Mitral and aortic incompetence,12,0.006514657980456026
4185932,Ischemic heart disease,13,0.007057546145494028
4132130,Dilatation of aorta,21,0.011400651465798045
4207615,Thrombosis of vein of trunk,10,0.0054288816503800215
194382,External hemorrhoids,14,0.00760043431053203
195851,"Gastric ulcer without hemorrhage, without perforation AND without obstruction",14,0.00760043431053203
201069,"Peptic ulcer without hemorrhage, without perforation AND without obstruction",13,0.007057546145494028
193252,Diverticulosis of small intestine,10,0.0054288816503800215
194997,Prostatitis,10,0.0054288816503800215
255334,Collagen disease,10,0.0054288816503800215
78517,Multiple joint pain,10,0.0054288816503800215
74725,Displacement of cervical intervertebral disc without myelopathy,10,0.0054288816503800215
36716270,Cyst of kidney,12,0.006514657980456026
37108814,Inconclusive mammography finding,16,0.008686210640608035
80593,Urinary complication,11,0.005971769815418024
40489908,Sepsis due to Streptococcus,10,0.0054288816503800215
439676,Coronavirus infection,11,0.005971769815418024
437222,Respiratory syncytial virus infection,10,0.0054288816503800215
444459,Benign neoplasm of sigmoid colon,21,0.011400651465798045
441818,Hemangioma,22,0.011943539630836048
4207539,Syndrome of inappropriate vasopressin secretion,23,0.01248642779587405
35622958,Disorder in remission,11,0.005971769815418024
40479573,Stimulant abuse,12,0.006514657980456026
4058397,Claustrophobia,12,0.006514657980456026
380111,Acute atopic conjunctivitis,10,0.0054288816503800215
378756,Conjunctival hemorrhage,14,0.00760043431053203
4040820,Rheumatic disease of mitral AND aortic valves,13,0.007057546145494028
37309626,Myocardial infarction due to demand ischemia,23,0.01248642779587405
4242669,Biventricular congestive heart failure,11,0.005971769815418024
4120275,Drug-induced hypotension,16,0.008686210640608035
4121463,Postoperative cardiac complication,10,0.0054288816503800215
257315,Bacterial pneumonia,21,0.011400651465798045
4110056,Chronic obstructive pulmonary disease with acute lower respiratory infection,14,0.00760043431053203
4211001,Chronic gastric ulcer with hemorrhage,14,0.00760043431053203
40483171,Ulcer of anorectal structure,12,0.006514657980456026
134438,Contact dermatitis,13,0.007057546145494028
4336254,Dystrophia unguium,14,0.00760043431053203
40483262,Arthritis of shoulder region joint,14,0.00760043431053203
81378,Chondromalacia of patella,11,0.005971769815418024
4203555,Collapse of thoracic vertebra,11,0.005971769815418024
4024561,Pain in lower limb,28,0.01520086862106406
196158,Disorder of penis,12,0.006514657980456026
4171394,Abnormal menstrual cycle,13,0.007057546145494028
4171379,Disorder of the genitourinary system,10,0.0054288816503800215
315361,Orthopnea,10,0.0054288816503800215
26823,Oral phase dysphagia,11,0.005971769815418024
4279681,Hepatosplenomegaly,12,0.006514657980456026
378256,Abnormal reflex,10,0.0054288816503800215
4275359,Mental alertness - finding,15,0.008143322475570033
4168212,Restlessness and agitation,25,0.013572204125950055
4171776,Abnormal findings on diagnostic imaging of limbs,10,0.0054288816503800215
4057044,Injury of muscle and tendon at neck level,10,0.0054288816503800215
40492392,Closed fracture of fibula,12,0.006514657980456026
444199,Iatrogenic disorder,11,0.005971769815418024
4334801,Surgical site infection,20,0.010857763300760043
36712821,Postprocedural infection,17,0.009229098805646038
42539582,Acquired absence of genital organ,21,0.011400651465798045
46270151,Dependence on respiratory device,27,0.014657980456026058
4295261,Postmenopausal state,37,0.02008686210640608
36716935,Acquired absence of cervix and uterus,37,0.02008686210640608
437176,Late effect of accidental fall,16,0.008686210640608035
4150981,Drug resistance,34,0.018458197611292075
4058155,Bed-ridden,27,0.014657980456026058
43021227,Allergic condition,18,0.009771986970684038
435149,Complication of internal device,44,0.023887079261672096
4123283,Disorder of stoma,12,0.006514657980456026
439620,Late effect of accidental injury,11,0.005971769815418024
438329,Late effect of motor vehicle accident,12,0.006514657980456026
4320824,Adverse effect of prosthetic device,40,0.021715526601520086
436940,Metabolic syndrome X,12,0.006514657980456026
378135,Facial nerve disorder,10,0.0054288816503800215
4038502,Eye / vision finding,11,0.005971769815418024
440748,Interstitial emphysema of lung,10,0.0054288816503800215
133834,Atopic dermatitis,21,0.011400651465798045
192731,Digestive symptom,14,0.00760043431053203
435723,Wound seroma,10,0.0054288816503800215
442105,Benign neoplasm of soft tissue,15,0.008143322475570033
432589,Neutropenia associated with infectious disease,12,0.006514657980456026
4224741,Degenerative disorder of macula,10,0.0054288816503800215
197318,Cholesterolosis of gallbladder,18,0.009771986970684038
73560,Calcaneal spur,11,0.005971769815418024
437584,Ataxia,14,0.00760043431053203
4192647,Hypovolemic shock,15,0.008143322475570033
4052226,Sequelae of injuries of lower limb,12,0.006514657980456026
4200056,Finding of vision of eye,13,0.007057546145494028
199064,Chronic vascular insufficiency of intestine,12,0.006514657980456026
42511429,"Neoplasm defined only by topography: Rectum, NOS",12,0.006514657980456026
42511309,"Neoplasm defined only by topography: Pancreas, NOS",11,0.005971769815418024
42511458,"Neoplasm defined only by topography: Lung, NOS",15,0.008143322475570033
42511408,"Neoplasm defined only by topography: Breast, NOS",16,0.008686210640608035
42514479,Neoplasm defined only by topography: Prostate gland,11,0.005971769815418024
436166,Mild hyperemesis gravidarum,11,0.005971769815418024
139906,Intervertebral disc disorder of cervical region with myelopathy,10,0.0054288816503800215
75065,Acquired deformity of spine,13,0.007057546145494028
438252,Spontaneous ecchymosis,12,0.006514657980456026
40480065,Imaging of genitourinary system abnormal,10,0.0054288816503800215
441628,Menopausal and postmenopausal disorders,10,0.0054288816503800215
4154168,Pelvic injury,18,0.009771986970684038
77162,Injury of ankle,10,0.0054288816503800215
132706,Disorder of nail,16,0.008686210640608035
81175,Contusion of chest,11,0.005971769815418024
4108215,Coronary thrombosis not resulting in myocardial infarction,16,0.008686210640608035
4266654,Abrasion and/or friction burn of skin,10,0.0054288816503800215
30284,Motion sickness,10,0.0054288816503800215
4275889,Visual hallucinations,10,0.0054288816503800215
